Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Oct 25, 2025 12:00 AM;Oct 25, 2025 1:00 AM;4,269.33;1,398.47;-;-;-;90.77;-;2,754.20;1,401.80;2,884.63;456.41;1,873.22
Oct 25, 2025 1:00 AM;Oct 25, 2025 2:00 AM;4,226.05;1,361.81;-;-;-;90.77;-;2,793.31;1,180.03;2,970.26;241.57;1,832.47
Oct 25, 2025 2:00 AM;Oct 25, 2025 3:00 AM;4,158.74;1,326.37;-;-;-;90.77;-;2,506.86;1,096.48;2,974.35;93.58;1,810.36
Oct 25, 2025 3:00 AM;Oct 25, 2025 4:00 AM;4,062.96;1,331.03;-;-;-;90.77;-;2,279.23;938.70;2,833.04;37.56;1,798.20
Oct 25, 2025 4:00 AM;Oct 25, 2025 5:00 AM;4,010.00;1,269.82;-;-;-;90.77;-;2,196.18;837.42;2,909.65;35.01;1,798.91
Oct 25, 2025 5:00 AM;Oct 25, 2025 6:00 AM;3,984.65;1,277.67;-;-;-;90.77;-;2,295.45;858.89;2,910.14;129.02;1,795.53
Oct 25, 2025 6:00 AM;Oct 25, 2025 7:00 AM;4,011.25;1,257.72;-;-;-;90.77;-;2,344.13;1,038.92;2,796.75;206.19;1,779.43
Oct 25, 2025 7:00 AM;Oct 25, 2025 8:00 AM;4,090.70;1,269.39;-;-;-;90.77;-;2,257.81;898.61;2,417.57;289.79;1,756.70
Oct 25, 2025 8:00 AM;Oct 25, 2025 9:00 AM;4,123.55;1,275.20;-;-;-;90.77;-;2,227.32;643.81;2,332.33;1,050.54;1,743.33
Oct 25, 2025 9:00 AM;Oct 25, 2025 10:00 AM;4,179.49;1,301.06;-;-;-;90.77;-;2,204.50;665.94;2,356.69;2,088.48;1,751.42
Oct 25, 2025 10:00 AM;Oct 25, 2025 11:00 AM;4,158.44;1,289.56;-;-;-;90.77;-;2,211.25;650.47;2,325.65;1,199.94;1,745.80
Oct 25, 2025 11:00 AM;Oct 25, 2025 12:00 PM;4,185.24;1,277.34;-;-;-;90.77;-;2,210.99;651.18;2,494.95;944.05;1,695.93
Oct 25, 2025 12:00 PM;Oct 25, 2025 1:00 PM;4,185.54;1,278.17;-;-;-;90.77;-;2,288.90;647.19;2,893.46;272.71;1,715.77
Oct 25, 2025 1:00 PM;Oct 25, 2025 2:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 2:00 PM;Oct 25, 2025 3:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 3:00 PM;Oct 25, 2025 4:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 4:00 PM;Oct 25, 2025 5:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 5:00 PM;Oct 25, 2025 6:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 6:00 PM;Oct 25, 2025 7:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 7:00 PM;Oct 25, 2025 8:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 8:00 PM;Oct 25, 2025 9:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 9:00 PM;Oct 25, 2025 10:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 10:00 PM;Oct 25, 2025 11:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 25, 2025 11:00 PM;Oct 26, 2025 12:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 12:00 AM;Oct 26, 2025 1:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 1:00 AM;Oct 26, 2025 2:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 2:00 AM;Oct 26, 2025 3:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 2:00 AM;Oct 26, 2025 3:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 3:00 AM;Oct 26, 2025 4:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 4:00 AM;Oct 26, 2025 5:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 5:00 AM;Oct 26, 2025 6:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 6:00 AM;Oct 26, 2025 7:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 7:00 AM;Oct 26, 2025 8:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 8:00 AM;Oct 26, 2025 9:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 9:00 AM;Oct 26, 2025 10:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 10:00 AM;Oct 26, 2025 11:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 11:00 AM;Oct 26, 2025 12:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 12:00 PM;Oct 26, 2025 1:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 1:00 PM;Oct 26, 2025 2:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 2:00 PM;Oct 26, 2025 3:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 3:00 PM;Oct 26, 2025 4:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 4:00 PM;Oct 26, 2025 5:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 5:00 PM;Oct 26, 2025 6:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 6:00 PM;Oct 26, 2025 7:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 7:00 PM;Oct 26, 2025 8:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 8:00 PM;Oct 26, 2025 9:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 9:00 PM;Oct 26, 2025 10:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 10:00 PM;Oct 26, 2025 11:00 PM;-;-;-;-;-;-;-;-;-;-;-;-
Oct 26, 2025 11:00 PM;Oct 27, 2025 12:00 AM;-;-;-;-;-;-;-;-;-;-;-;-
